ml_input,焦虑,悲伤,生气,羞愧,无助,平静,轻松
[事件]: 独自旅行时感到强烈孤独 [认知]: 我连享受孤独都做不到，是不是心理有问题？别人都能自得其乐，为什么我就这么脆弱？,60,65,10,40,55,5,0
[事件]: 对比朋友的成功案例感到焦虑 [认知]: 我的人生选择是不是全错了？为什么别人都走对了路，只有我在原地踏步？,70,40,10,20,50,0,0
[事件]: 听到别人议论自己时过度解读 [认知]: 他们一定是在说我的坏话，我是不是哪里得罪人了？为什么大家都不喜欢我？,55,50,10,50,55,10,5
[事件]: 面对多个工作机会无法抉择 [认知]: 我永远选不对，无论选哪个都会后悔，为什么我不能像别人那样果断？,60,30,10,50,40,0,0
[事件]: 尝试新发型后被说不好看 [认知]: 我连基本的审美都没有，做什么决定都是错的，以后再也不尝试改变了。,25,50,0,75,75,0,0
[事件]: 看到灾难新闻后过度担忧 [认知]: 世界这么危险，我随时可能遭遇不幸，这种不安的感觉为什么总是挥之不去？,70,20,10,5,40,10,5
[事件]: 拒绝别人请求后感到内疚 [认知]: 我是不是太自私了？别人会不会因此讨厌我？为什么我总是无法理直气壮地说不？,50,25,0,50,25,0,0
[事件]: 男友忘记纪念日，和朋友打游戏 [认知]: 他根本不在乎我，我在他心里连游戏都不如，这段感情只有我一个人在付出,60,80,40,70,75,10,5
[事件]: 同事聚餐没叫我，事后发了朋友圈 [认知]: 他们肯定都讨厌我，故意排挤我，我永远都融不进任何圈子,70,80,40,60,75,10,5
[事件]: 脸上长了几颗痘痘，用了遮瑕 [认知]: 我太丑了，别人看到我的脸肯定都在心里嘲笑我，根本没人会喜欢真实的我,80,60,20,85,70,10,5
[事件]: 被公司裁员，投简历都石沉大海 [认知]: 我彻底完了，一点价值都没有，这辈子都不会再找到工作了,85,80,40,75,90,0,0
[事件]: 体检报告显示一项指标偏高 [认知]: 我肯定得了绝症，马上就要死了，医生只是不敢告诉我真相,85,25,0,0,50,0,0
[事件]: 在会议上发言时突然卡壳 [认知]: 所有人都觉得我是个蠢货，这次出丑会让他们记一辈子，我再也没脸见人了,75,50,25,75,50,0,0
[事件]: 朋友借钱后一直没还，催了一次 [认知]: 他根本就没把我当朋友，只是在利用我，我对他好就是个笑话,25,70,65,30,40,0,0
[事件]: 父母总拿我和别人家孩子比较 [认知]: 我永远都达不到他们的期望，我就是个让他们失望的失败品,60,70,40,75,80,0,0
[事件]: 辛苦做的方案被领导否决了 [认知]: 我能力太差了，什么都做不好，根本不配拿这份工资,30,50,0,80,70,0,0
[事件]: 看到前男友和新女友的甜蜜合照 [认知]: 他离开我果然更幸福，都是我不好，我不配得到爱,50,75,25,60,65,0,0
[事件]: 健身房有人看了我一眼 [认知]: 他肯定在嘲笑我身材差动作笨拙，我就不该来这种地方丢人现眼,75,50,25,75,50,0,0
[事件]: 邻居见面没打招呼直接走过 [认知]: 我是不是哪里得罪他了？他肯定在背后说我坏话，整个小区都讨厌我,75,25,10,60,50,0,0
[事件]: 孩子考试成绩退步了十名 [认知]: 都是我的错，我不是个好妈妈，我把孩子的一生都毁了,70,60,10,85,75,5,0
[事件]: 网购的衣服不合身，退货了 [认知]: 我穿什么都不好看，身材就是灾难，再怎么打扮也没用,70,75,20,80,60,0,0
[事件]: 团队项目成功，但表扬了其他人 [认知]: 我的贡献完全被无视了，我就是个透明人，再怎么努力也没人在意,40,70,60,50,80,0,0
[事件]: 独居时听到门外有奇怪声响 [认知]: 肯定有坏人盯上我了，我随时会有危险，根本没人能保护我,85,20,10,5,80,0,0
[事件]: 面试被拒后看到同龄人升职 [认知]: 我永远都追不上别人的步伐了，这辈子注定是个失败者，再怎么努力也没用,70,80,20,60,90,0,0
[事件]: 朋友聚会没人主动联系我 [认知]: 我果然是个无趣又多余的人，大家其实都不喜欢我，只是不好意思说破,70,85,40,80,75,0,0
[事件]: 发现眼角出现细纹 [认知]: 我变老了变丑了，再也没人会喜欢我了，人生最好的时光已经彻底结束了,75,70,10,40,70,0,0
[事件]: 家人住院需要大笔医疗费 [认知]: 我太没用了，连最亲的人都保护不了，我根本不配当这个家的支柱,60,70,40,80,85,0,0
[事件]: 会议上发言时声音发抖 [认知]: 所有人都看到我出丑了，他们肯定在背后嘲笑我，我再也不敢当众说话了,85,40,20,75,60,10,5
[事件]: 伴侣忘记纪念日 [认知]: 他根本不在乎我，这段感情只有我一个人在认真，我可能永远都得不到真正的爱,70,85,60,50,80,0,0
[事件]: 看到同事轻松完成我熬夜做的工作 [认知]: 我天生就比别人笨，再怎么拼命也赶不上，不如早点放弃算了,30,40,0,50,80,0,0
[事件]: 租房合同到期房东要涨价 [认知]: 我连个安稳的住处都保不住，生活完全失控了，未来只会越来越糟糕,75,25,10,5,70,0,0
[事件]: 健身一个月体重没变化 [认知]: 我的身体就是有问题，别人都能瘦就我不行，这辈子都别想变好看了,70,75,40,80,85,0,0
[事件]: 在群里发消息没人回复 [认知]: 我说的话根本没人想听，我在哪里都是透明人，存在感为零,30,70,10,40,65,5,0
[事件]: 父母又拿我和别人家孩子比较 [认知]: 我让他们失望透了，我就是个不争气的废物，永远达不到他们的期望,60,70,30,80,75,0,0
[事件]: 看到前男友晒新恋情照片 [认知]: 他这么快就找到更好的人了，说明我毫无价值，根本不值得被爱,50,85,40,75,80,0,0
[事件]: 工作出错被领导批评 [认知]: 我连最简单的事都做不好，迟早会被开除，以后再也没有公司会要我了,85,25,10,70,80,5,0
[事件]: 独自过生日没人记得 [认知]: 我在别人心里一点都不重要，活到这个年纪连个真心朋友都没有，太可悲了,50,85,40,75,80,0,0
[事件]: 听到别人议论我的穿着 [认知]: 我穿什么都难看，审美差到极点，走到哪里都是别人的笑柄,75,50,0,85,50,0,0
[事件]: 尝试新爱好三天就放弃 [认知]: 我做什么都坚持不下去，意志力薄弱到可笑，这辈子注定一事无成,25,50,0,75,75,0,0
[事件]: 被暗恋对象当众拒绝表白 [认知]: 我是不是完全没有魅力？为什么连尝试的机会都不给我？以后还怎么面对共同的朋友圈？,70,80,60,85,75,0,0
[事件]: 脸上突然长满痘痘 [认知]: 镜子里的自己好可怕，别人肯定都在背后议论我，这样的脸怎么出门见人？,70,40,10,65,50,0,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管不好，是不是注定要一直穷下去？这种压力快让我窒息了。,80,60,20,50,75,0,0
[事件]: 体检报告显示异常指标 [认知]: 会不会是绝症？为什么偏偏是我？以后的生活会不会全毁了？,80,60,40,20,70,5,0
[事件]: 在重要会议上说错话冷场 [认知]: 所有人都觉得我很蠢吧？这次失误会不会影响我的职业前途？,70,30,10,60,50,10,0
[事件]: 精心准备的方案被领导否定 [认知]: 我是不是根本不适合这份工作？为什么努力总得不到认可？,30,60,10,25,55,5,0
[事件]: 发现伴侣与异性频繁聊天 [认知]: 他是不是不爱我了？我哪里做得不够好？这段关系还能继续吗？,70,60,30,50,55,10,5
[事件]: 体重反弹到历史最高 [认知]: 我连自己的身材都控制不了，自律性太差了，这样的我还有什么价值？,50,50,0,75,75,0,0
[事件]: 父母催婚压力越来越大 [认知]: 我让家人失望了，是不是不结婚的人生就不完整？,60,50,10,30,40,10,0
[事件]: 被好友在背后议论缺点 [认知]: 原来他们是这样看我的，我是不是根本交不到真心的朋友？,60,55,20,25,40,10,5
[事件]: 工作失误导致客户投诉 [认知]: 我太没用了，这么简单的事都做不好，公司会不会开除我？,70,40,10,60,65,5,0
[事件]: 看到同龄人都事业有成 [认知]: 只有我还在原地踏步，这辈子是不是就这样了？,60,55,0,0,30,0,0
[事件]: 公开演讲时突然忘词 [认知]: 台下的人都在嘲笑我吧？我永远克服不了这种恐惧吗？,85,40,30,70,75,0,0
[事件]: 投资失败损失积蓄 [认知]: 我的判断力这么差，以后还敢相信自己的决定吗？,80,60,10,70,75,0,0
[事件]: 孩子成绩垫底被老师约谈 [认知]: 我是个失败的父母，连孩子的教育都搞不好。,50,50,0,75,75,0,0
[事件]: 搬家后难以融入新社区 [认知]: 我是不是社交能力有问题？为什么总是无法建立新的人际关系？,50,25,0,25,25,0,0
[事件]: 被男友冷暴力分手 [认知]: 我一定是太差劲了，根本不值得被爱，以后也不会有人真心喜欢我这样的人了。,80,90,40,85,95,5,0
[事件]: 面试失败后失眠 [认知]: 我能力太差了，什么都做不好，这辈子可能就这样一事无成了，真没用。,60,80,20,85,90,5,0
[事件]: 朋友聚会没叫我 [认知]: 他们肯定都讨厌我，觉得我无趣又多余，我根本不适合任何社交圈子。,85,80,20,90,85,5,0
[事件]: 脸上长了颗痘痘 [认知]: 好丑，所有人都会盯着看并嘲笑我，我这样根本没法见人，太糟糕了。,65,30,0,60,25,0,0
[事件]: 工作出错被批评 [认知]: 我果然什么都做不好，领导肯定觉得我是个废物，随时可能被开除。,85,60,20,80,75,5,0
[事件]: 看到别人家庭和睦 [认知]: 为什么别人的父母都那么好，只有我的家庭这么糟糕，我根本不配拥有幸福。,40,70,20,60,65,0,0
[事件]: 体检报告有异常项 [认知]: 我肯定得了绝症，人生就要完了，一切都来不及了，好害怕。,85,25,0,0,75,0,0
[事件]: 存款比同龄人少 [认知]: 我太失败了，经济上永远跟不上别人，未来一片灰暗，没有希望。,75,70,20,80,85,0,0
[事件]: 在会议上说错话 [认知]: 所有人都觉得我是个傻瓜，以后我在公司再也抬不起头了，真丢脸。,70,40,0,85,60,0,0
[事件]: 伴侣忘记纪念日 [认知]: 他根本不在乎我，我在他心里一点都不重要，这段感情可能只是我一厢情愿。,40,70,25,30,65,10,5
[事件]: 看到前同事升职 [认知]: 别人都在进步，只有我还在原地踏步甚至倒退，我的人生已经彻底失败了。,70,80,20,60,85,0,0
[事件]: 孩子成绩不理想 [认知]: 都是我的错，我不是个好家长，耽误了孩子的前途，我太失败了。,60,55,10,80,75,5,0
[事件]: 被陌生人打量 [认知]: 他一定是在嘲笑我的穿着或长相，我看起来肯定很奇怪很可笑。,80,40,20,85,70,5,0
[事件]: 项目提案被驳回 [认知]: 我的想法毫无价值，领导根本不认可我的能力，我可能不适合这份工作。,70,60,20,30,50,10,5
[事件]: 独处时感到孤独 [认知]: 没有人真正关心我，我就是个可有可无的人，活着也没什么意义。,70,85,20,60,80,10,5
[事件]: 尝试新事物失败 [认知]: 我连这么简单的事都做不好，我真是个没用的人，什么都别尝试了。,70,65,50,80,75,0,0
[事件]: 男友说喜欢独立女性，却总批评我太强势 [认知]: 我是不是永远都做不好？无论怎么努力，在他眼里都是错的，我可能根本不值得被爱。,50,70,25,40,80,0,0
[事件]: 脸上长了几颗痘痘，不敢照镜子 [认知]: 我这么丑，别人肯定都在背后嘲笑我，我根本不敢出门见人，人生都毁了。,80,60,20,85,70,5,0
[事件]: 被公司裁员，房贷还有20年 [认知]: 我彻底完了，找不到工作了，房子会被收走，家人会跟着我流落街头，我是个彻底的失败者。,85,75,25,80,90,0,0
[事件]: 体检报告显示一项指标异常 [认知]: 我肯定得了绝症，马上就要死了，所有的计划都成了泡影，恐惧得睡不着觉。,85,60,10,5,80,0,0
[事件]: 在同事面前说错了一句话 [认知]: 他们一定觉得我是个蠢货，以后都会看不起我，我在公司再也抬不起头了。,75,50,10,80,60,5,0
[事件]: 精心准备的方案被领导全盘否定 [认知]: 我根本没有能力，之前的成功都是运气，我迟早会被所有人发现我是个骗子。,85,60,20,80,75,0,0
[事件]: 孩子考试成绩全班倒数 [认知]: 都是我的错，我是个糟糕的家长，耽误了孩子的一生，我根本不配当父母。,60,50,10,80,70,5,0
[事件]: 朋友聚会没人主动联系我 [认知]: 我根本就是个可有可无的人，没有人真正在乎我，我的人际关系一塌糊涂。,60,80,20,50,75,0,0
[事件]: 尝试新发型被说显老 [认知]: 我连最基本的审美都没有，做什么都是错的，永远也赶不上别人的眼光。,25,50,0,75,75,0,0
[事件]: 父母总是拿我和别人家孩子比较 [认知]: 我永远达不到他们的期望，让他们失望了，我的人生毫无价值。,70,85,60,80,90,0,0
[事件]: 看到同龄人都结婚生子，自己还单身 [认知]: 我被社会抛弃了，人生进度严重落后，注定要孤独终老，没人会爱我。,80,75,20,60,70,5,0
[事件]: 在公开场合发言时声音发抖 [认知]: 所有人都看到我出丑了，我是个上不了台面的胆小鬼，永远也成不了大事。,70,40,20,75,60,10,5
[事件]: 投资失败损失了一笔积蓄 [认知]: 我真是个没脑子的傻瓜，根本掌控不了自己的生活，财富和安全感都离我而去了。,75,50,25,85,80,0,0
[事件]: 拒绝了同事的帮忙请求，对方脸色不好 [认知]: 我太自私了，破坏了人际关系，以后工作上肯定会被孤立和针对。,70,40,10,65,50,0,0
[事件]: 制定的健身计划坚持一周就中断了 [认知]: 我连这么简单的事都做不到，意志力薄弱，这辈子注定一事无成。,55,50,20,60,55,10,5
[事件]: 和伴侣因为琐事争吵，对方沉默不语 [认知]: 我们的感情出现无法弥补的裂痕了，他一定对我厌烦透了，关系快要结束了。,75,70,30,60,75,10,5
[事件]: 被公司裁员后找不到新工作 [认知]: 我真是个彻底的失败者，这辈子都找不到工作了，人生已经完蛋了。,85,80,30,75,90,0,0
[事件]: 朋友聚会时被冷落 [认知]: 我太无趣了，根本没人愿意和我交朋友，我就是个社交废物。,70,65,40,85,75,0,0
[事件]: 脸上长了几颗痘痘 [认知]: 我丑得没法见人了，所有人都会嘲笑我，这辈子都找不到对象了。,75,50,25,75,75,0,0
